Specimen Type,Lab Test Name,LBTEST,LBTESTCD,Collected Unit,Standard Unit,Standard Conversion Factor,Creation Date,Last Modified Date,Reference Standard Unit
serum,Rheumatoid Factor,Rheumatoid Factor,,IU/L,kIU/L,0.001,2018/4/27,,Y
serum,Rheumatoid Factor IgA Antibody,Rheumatoid Factor IgA Antibody,,IU/mL,kIU/L,1,2018/4/27,,Y
serum,Rheumatoid Factor IgM Antibody,Rheumatoid Factor IgM Antibody,,U/mL,kIU/L,1,2018/4/27,,Y
plasma,Rheumatoid Factor IgM Antibody,Rheumatoid Factor IgM Antibody,,kIU/L,kIU/L,1,2018/4/27,,Y
plasma,Rheumatoid Factor IgM Antibody,Rheumatoid Factor IgM Antibody,,IU/mL,kIU/L,1,2018/4/27,,Y
serum,Rheumatoid Factor IgM Antibody,Rheumatoid Factor IgM Antibody,,IU/mL,kIU/L,1,2018/4/27,,Y
serum,Rheumatoid Factor IgM Antibody,Rheumatoid Factor IgM Antibody,,kIU/L,kIU/L,1,2018/4/27,,Y
serum,Ribonucleoprotein Antigen Antibodies,#N/A,,U/mL,U/mL,1,2018/4/27,,Y
serum,Ribonucleoprotein Antigen Antibodies,#N/A,,IU/mL,U/mL,1,2018/4/27,,Y
serum,Ribosomal P Protein Antibody,Ribosomal P Protein Antibody,,Ab index,Ab index,1,2018/4/27,,Y
serum,Rice Allergen IgE,#N/A,,kIU/L,kIU/L,1,2018/4/27,,Y
plasma,Ristocetin Cofactor Activity,#N/A,,%,%,1,2018/4/27,,Y
plasma,Rivaroxaban,#N/A,,ng/mL,ng/mL,1,2018/4/27,,Y
serum,Rotavirus BrB Serotype G4 NAb,#N/A,,titer (:),titer (:),1,2018/4/27,,N
serum,Rotavirus G1 IgA Antibody,#N/A,,U/mL,U/mL,1,2018/4/27,,N
serum,Rotavirus G2 IgA Antibody,#N/A,,U/mL,U/mL,1,2018/4/27,,N
serum,Rotavirus G3 IgA Antibody,#N/A,,U/mL,U/mL,1,2018/4/27,,N
serum,Rotavirus G4 IgA Antibody,#N/A,,U/mL,U/mL,1,2018/4/27,,N
serum,Rotavirus HCR3-A-79-9 Serotype G1 NAb,#N/A,,titer (:),titer (:),1,2018/4/27,,N
serum,Rotavirus IgA Antibody,#N/A,,IU/mL,U(rotavirus IgA)/mL,1,2018/4/27,,N
serum,Rotavirus IgA Antibody,#N/A,,U/mL,U(rotavirus IgA)/mL,1,2018/4/27,,Y
serum,Rotavirus IgA Antibody,#N/A,,U(rotavirus IgA)/mL,U(rotavirus IgA)/mL,1,2018/4/27,,N
serum,Rotavirus OSU 78-8 Serotype G3 NAb,#N/A,,titer (:),titer (:),1,2018/4/27,,N
serum,Rotavirus P1A IgA Antibody,#N/A,,U/mL,U/mL,1,2018/4/27,,N
serum,Rotavirus SC2 Serotype G2 NAb,#N/A,,titer (:),titer (:),1,2018/4/27,,N
serum,Rotavirus W161 Serotype P1 NAb,#N/A,,titer (:),titer (:),1,2018/4/27,,N
serum,Rough Marsh Elder Weed Allergen,#N/A,,kIU/L,kIU/L,1,2018/4/27,,Y
serum,Rough Pigweed Allergen,#N/A,,kIU/L,kIU/L,1,2018/4/27,,Y
blood,Rubella IgG Antibody,Rubella IgG Antibody,,IU/mL,IU/mL,1,2018/4/27,,N
plasma,Rubella IgG Antibody,Rubella IgG Antibody,,IU/mL,IU/mL,1,2018/4/27,,N
serum,Rubella IgG Antibody,Rubella IgG Antibody,,IU/mL,IU/mL,1,2018/4/27,,N
serum,Rubeola IgG Antibody,Rubeola IgG Antibody,,U/mL,U/mL,1,2018/4/27,,Y
serum,Russian Thistle Weed Allergen,#N/A,,kIU/L,kIU/L,1,2018/4/27,,Y
serum,Rye Grass Allergen,#N/A,,kIU/L,kIU/L,1,2018/4/27,,Y
serum,S-100 B Protein,#N/A,,microgm/L,microgm/L,1,2018/4/27,,Y
blood,S-100 B Protein,#N/A,,microgm/L,microgm/L,1,2018/4/27,,Y
blood,S-100 B Protein,#N/A,,ng/mL,microgm/L,1,2018/4/27,,Y
serum,S-100 B Protein,#N/A,,ng/mL,microgm/L,1,2018/4/27,,Y
serum,S-100 Protein,#N/A,,microgm/L,microgm/L,1,2018/4/27,,Y
serum,Sage Weed Allergen,#N/A,,kIU/L,kIU/L,1,2018/4/27,,Y
serum,Sagebrush Weed Allergen,#N/A,,kIU/L,kIU/L,1,2018/4/27,,Y
serum,Salicylate,#N/A,,microgm/mL,mmol/L,0.0072,2018/4/27,,Y
serum,Salicylate,#N/A,,mg/dL,mmol/L,0.0724,2018/4/27,,Y
plasma,Salivary Amylase Calculated,#N/A,,microkat/L,microkat/L,1,2018/4/27,,Y
serum,Salivary Amylase Calculated,#N/A,,microkat/L,microkat/L,1,2018/4/27,,Y
plasma,Salivary Amylase Calculated,#N/A,,IU/L,microkat/L,0.0167,2018/4/27,,Y
serum,Salivary Amylase Calculated,#N/A,,IU/L,microkat/L,0.0167,2018/4/27,,Y
serum,Salivary Amylase/Amylase,#N/A,,%,%,1,2018/4/27,,Y
serum,Salivary Gland Metalloprotease,#N/A,,titer (:),titer (:),1,2018/4/27,,N
serum,Salmon f41 Allergen Sp IgE,#N/A,,kIU/L,kIU/L,1,2018/4/27,,Y
serum,Scallop f338 Allergen Sp IgE,#N/A,,kIU/L,kIU/L,1,2018/4/27,,Y
blood,Serotonin,Serotonin,,ng/mL,micromol/L,0.0057,2018/4/27,,Y
blood,Serotonin,Serotonin,,microgm/L,micromol/L,0.0057,2018/4/27,,Y
blood,Serotonin,Serotonin,,micromol/L,micromol/L,1,2018/4/27,,Y
serum,Sex Hormone-Binding Globulin,#N/A,,microgm/dL,nmol/L,34.7,2018/4/27,,Y
serum,Sex Hormone-Binding Globulin,#N/A,,mg/L,nmol/L,16.9,2018/4/27,,Y
serum,Sex Hormone-Binding Globulin,#N/A,,nmol/L,nmol/L,1,2018/4/27,,Y
plasma,Sex Hormone-Binding Globulin,#N/A,,nmol/L,nmol/L,1,2018/4/27,,Y
blood,Sezary Cells,Sezary Cells,,10[9]/L,10[9]/L,1,2018/4/27,,Y
blood,Sezary Cells,Sezary Cells,,10[3]/microL,10[9]/L,1,2018/4/27,,Y
blood,Sezary Cells/Lymphocytes,Sezary Cells/Lymphocytes,,%,%,1,2018/4/27,,Y
serum,Shagbark Hickory Tree Allergen,#N/A,,kIU/L,kIU/L,1,2018/4/27,,Y
serum,Sheep Sorrel Weed Allergen,#N/A,,kIU/L,kIU/L,1,2018/4/27,,Y
serum,Short Ragweed Allergen,#N/A,,kIU/L,kIU/L,1,2018/4/27,,Y
serum,Short Ragweed IgE,#N/A,,kIU/L,kIU/L,1,2018/4/27,,N
serum,Short Ragweed IgG4,#N/A,,mg/L,mg/L,1,2018/4/27,,N
serum,Shrimp f24 Allergen Sp IgE,#N/A,,kIU/L,kIU/L,1,2018/4/27,,Y
serum,Sialyl SSEA-1 Antigen,Sialyl SSEA-1 Antigen,,U/mL,U/mL,1,2018/4/27,,N
serum,Sialylated Carbohydrate Antigen ST-439,#N/A,,U/mL,U/mL,1,2018/4/27,,Y
blood,Silver Birch Tree IgE,#N/A,,kIU/L,kIU/L,1,2018/4/27,,N
serum,Silver Birch Tree IgE,#N/A,,kIU/L,kIU/L,1,2018/4/27,,N
serum,Sjogrens Antigen Antibodies,#N/A,,U/mL,U/mL,1,2018/4/27,,Y
serum,Sjogrens La Antigen Antibody,#N/A,,U/mL,U/mL,1,2018/4/27,,Y
blood,Sjogrens La Antigen Antibody,#N/A,,U/mL,U/mL,1,2018/4/27,,Y
serum,Sjogrens Ro Antigen Antibody,#N/A,,U/mL,U/mL,1,2018/4/27,,Y
blood,Sjogrens Ro Antigen Antibody,#N/A,,U/mL,U/mL,1,2018/4/27,,Y
serum,Smith Antigen Antibodies,#N/A,,IU/mL,U/mL,1,2018/4/27,,Y
serum,Smith Antigen Antibodies,#N/A,,U/mL,U/mL,1,2018/4/27,,Y
plasma,Sodium,SODIUM,,mEq/L,mmol/L,1,2018/4/27,,Y
blood,Sodium,SODIUM,,mg/dL,mmol/L,0.435,2018/4/27,,Y
serum,Sodium,SODIUM,,mmol/L,mmol/L,1,2018/4/27,,Y
serum,Sodium,SODIUM,,mEq/L,mmol/L,1,2018/4/27,,Y
serum,Sodium,SODIUM,,mg/dL,mmol/L,0.435,2018/4/27,,Y
blood,Sodium,SODIUM,,mEq/L,mmol/L,1,2018/4/27,,Y
plasma,Sodium,SODIUM,,mg/dL,mmol/L,0.435,2018/4/27,,Y
plasma,Sodium,SODIUM,,mmol/L,mmol/L,1,2018/4/27,,Y
blood,Sodium,SODIUM,,mmol/L,mmol/L,1,2018/4/27,,Y
serum,Soluble Liver Antigen Antibody,#N/A,,units,units,1,2018/4/27,,Y
serum,Soluble Transferrin Receptor,Soluble Transferrin Receptor,,mg/dL,gm/L,0.01,2018/4/27,,Y
serum,Soluble Transferrin Receptor,Soluble Transferrin Receptor,,mg/L,gm/L,0.001,2018/4/27,,Y
plasma,Soluble Transferrin Receptor,Soluble Transferrin Receptor,,mg/L,gm/L,0.001,2018/4/27,,Y
plasma,Soluble Transferrin Receptor,Soluble Transferrin Receptor,,mg/dL,gm/L,0.01,2018/4/27,,Y
serum,Soybean Allergen RAST,#N/A,,U/mL,kIU/L,1,2018/4/27,,Y
serum,Soybean Allergen RAST,#N/A,,IU/mL,kIU/L,1,2018/4/27,,Y
serum,Soybean Allergen RAST,#N/A,,kIU/L,kIU/L,1,2018/4/27,,Y
serum,Spiny Pigweed Allergen,#N/A,,kIU/L,kIU/L,1,2018/4/27,,Y
plasma,Squamous Cell Carcinoma Antigen,Squamous Cell Carcinoma Antigen,,ng/mL,microgm/L,1,2018/4/27,,Y
plasma,Squamous Cell Carcinoma Antigen,Squamous Cell Carcinoma Antigen,,microgm/L,microgm/L,1,2018/4/27,,Y
serum,Squamous Cell Carcinoma Antigen,Squamous Cell Carcinoma Antigen,,ng/mL,microgm/L,1,2018/4/27,,Y
serum,Squamous Cell Carcinoma Antigen,Squamous Cell Carcinoma Antigen,,microgm/L,microgm/L,1,2018/4/27,,Y
serum,Staphylococcal Enterotoxin A IgE,#N/A,,IU/mL,kIU/L,1,2018/4/27,,Y
serum,Staphylococcal Enterotoxin A IgE,#N/A,,U/mL,kIU/L,1,2018/4/27,,Y
serum,Staphylococcal Enterotoxin A IgE,#N/A,,kIU/L,kIU/L,1,2018/4/27,,Y
serum,Staphylococcus Aureus 0657nI/e Ag IgG Ab,#N/A,,microgm/mL,microgm/mL,1,2018/4/27,,N
serum,Staphylococcus Aureus Activity OPA,#N/A,,,,,2018/4/27,,
serum,Stem Cell Factor,Stem Cell Factor,,pg/mL,pg/mL,1,2018/4/27,,Y
plasma,Stem Cell Factor,Stem Cell Factor,,pg/mL,pg/mL,1,2018/4/27,,Y
serum,Streptococcus pneumoniae S12F IgG Ab,#N/A,,microgm/mL,microgm/mL,1,2018/4/27,,N
serum,Streptococcus pneumoniae S18C IgG Ab,#N/A,,microgm/mL,microgm/mL,1,2018/4/27,,N
serum,Streptococcus pneumoniae S19A IgG Ab,#N/A,,microgm/mL,microgm/mL,1,2018/4/27,,N
serum,Streptococcus pneumoniae S3 IgG Ab,#N/A,,microgm/mL,microgm/mL,1,2018/4/27,,N
serum,Streptococcus pneumoniae S8 IgG Ab,#N/A,,microgm/mL,microgm/mL,1,2018/4/27,,N
serum,Streptococcus pneumoniae S9N IgG Ab,#N/A,,microgm/mL,microgm/mL,1,2018/4/27,,N
serum,Subolesin IgG Antibody,#N/A,,titer (:),titer (:),1,2018/4/27,,N
serum,Sugar Maple Tree Allergen,#N/A,,kIU/L,kIU/L,1,2018/4/27,,Y
serum,Superoxide Dismutase Activity,#N/A,,IU/L,IU/L,1,2018/4/27,,Y
serum,Surfactant Protein A,#N/A,,ng/mL,ng/mL,1,2018/4/27,,Y
serum,Surfactant Protein D,Surfactant Protein D,,ng/mL,ng/mL,1,2018/4/27,,N
plasma,Surfactant Protein D,Surfactant Protein D,,ng/mL,ng/mL,1,2018/4/27,,Y
serum,Sweet Vernal Grass IgE,#N/A,,kIU/L,kIU/L,1,2018/4/27,,N
serum,Sycamore Tree Allergen,#N/A,,kIU/L,kIU/L,1,2018/4/27,,Y
blood,TIM3 (344823)+/CD16+CD56+CD7+CD3-CD34-,#N/A,,%,%,1,2018/4/27,,N
blood,TIM3 (344823)+/CD34-CD3+CD4+CD8-,#N/A,,%,%,1,2018/4/27,,N
blood,TIM3 (344823)+/CD34-CD3+CD4-CD8+,#N/A,,%,%,1,2018/4/27,,N
blood,TIM3(344823) on CD16+CD56+CD7+CD3-CD34-,#N/A,,MESF,MESF,1,2018/4/27,,N
blood,TIM3(344823) on CD34-CD3+CD4+CD8-,#N/A,,MESF,MESF,1,2018/4/27,,N
blood,TIM3(344823) on CD34-CD3+CD4-CD8+,#N/A,,MESF,MESF,1,2018/4/27,,N
serum,TIMP Metallopeptidase Inhibitor 1,#N/A,,ng/mL,ng/mL,1,2018/4/27,,Y
plasma,TIMP Metallopeptidase Inhibitor 1,#N/A,,ng/mL,ng/mL,1,2018/4/27,,Y
blood,Tacrolimus,#N/A,,ng/mL,ng/mL,1,2018/4/27,,Y
blood,Tacrolimus,#N/A,,microgm/L,ng/mL,1,2018/4/27,,Y
serum,Tall Ragweed Allergen,#N/A,,kIU/L,kIU/L,1,2018/4/27,,Y
plasma,Testosterone,Testosterone,,nmol/L,nmol/L,1,2018/4/27,,Y
serum,Testosterone,Testosterone,,nmol/L,nmol/L,1,2018/4/27,,Y
serum,Testosterone,Testosterone,,ng/dL,nmol/L,0.0347,2018/4/27,,Y
blood,Testosterone,Testosterone,,nmol/L,nmol/L,1,2018/4/27,,Y
serum,Testosterone,Testosterone,,ng/mL,nmol/L,3.47,2018/4/27,,Y
plasma,Testosterone,Testosterone,,ng/mL,nmol/L,3.47,2018/4/27,,Y
plasma,Testosterone,Testosterone,,ng/dL,nmol/L,0.0347,2018/4/27,,Y
blood,Testosterone,Testosterone,,ng/mL,nmol/L,3.47,2018/4/27,,Y
serum,Testosterone Free,#N/A,,pg/mL,pmol/L,3.47,2018/4/27,,Y
serum,Testosterone Free,#N/A,,pmol/L,pmol/L,1,2018/4/27,,Y
serum,Testosterone Free/Testosterone,#N/A,,%,%,1,2018/4/27,,Y
serum,Testosterone Total,#N/A,,nmol/L,nmol/L,1,2018/4/27,,Y
serum,Testosterone Total,#N/A,,ng/mL,nmol/L,3.47,2018/4/27,,Y
serum,Testosterone Total,#N/A,,ng/dL,nmol/L,0.0347,2018/4/27,,Y
serum,Tetanus Toxoid Antibody,#N/A,,IU/mL,IU/mL,1,2018/4/27,,N
serum,Tetanus Toxoid IgG Antibody,#N/A,,IU/mL,IU/mL,1,2018/4/27,,N
serum,Theophylline,Theophylline,,micromol/L,micromol/L,1,2018/4/27,,Y
serum,Theophylline,Theophylline,,microgm/mL,micromol/L,5.55,2018/4/27,,Y
blood,Theophylline,Theophylline,,micromol/L,micromol/L,1,2018/4/27,,Y
blood,Theophylline,Theophylline,,microgm/mL,micromol/L,5.55,2018/4/27,,Y
blood,Thiamine,Thiamine,,microgm/dL,nmol/L,29.6,2018/4/27,,Y
blood,Thiamine,Thiamine,,ng/mL,nmol/L,2.96,2018/4/27,,Y
serum,Thiamine,Thiamine,,ng/mL,nmol/L,2.96,2018/4/27,,Y
serum,Thiamine,Thiamine,,microgm/dL,nmol/L,29.6,2018/4/27,,Y
blood,Thiopurine Methyltransferase,#N/A,,U/mL,U/mL,1,2018/4/27,,Y
plasma,Thrombin Clotting Time,#N/A,,min,sec,60,2018/4/27,,Y
plasma,Thrombin Clotting Time,#N/A,,sec,sec,1,2018/4/27,,Y
serum,Thrombin Inhibitor,#N/A,,titer (:),titer (:),1,2018/4/27,,N
plasma,Thrombin-Antithrombin Complex,#N/A,,ng/mL,ng/mL,1,2018/4/27,,Y
serum,Thrombopoietin,Thrombopoietin,,ng/mL,ng/mL,1,2018/4/27,,Y
plasma,Thrombopoietin,Thrombopoietin,,ng/mL,ng/mL,1,2018/4/27,,Y
serum,Thromboxane B2,Thromboxane B2,,ng/mL,ng/mL,1,2018/4/27,,N
serum,Thymol Turbidity,#N/A,,KuU,KuU,1,2018/4/27,,N
serum,Thymus Activation-Regulated Chemokine,#N/A,,pg/mL,pg/mL,1,2018/4/27,,Y
serum,Thyroglobulin,Thyroglobulin,,ng/mL,microgm/L,1,2018/4/27,,Y
blood,Thyroglobulin,Thyroglobulin,,ng/mL,microgm/L,1,2018/4/27,,Y
serum,Thyroglobulin,Thyroglobulin,,microgm/L,microgm/L,1,2018/4/27,,Y
plasma,Thyroglobulin,Thyroglobulin,,ng/mL,microgm/L,1,2018/4/27,,Y
plasma,Thyroglobulin,Thyroglobulin,,microgm/L,microgm/L,1,2018/4/27,,Y
serum,Thyroglobulin Antibody,#N/A,,kIU/L,kIU/L,1,2018/4/27,,Y
serum,Thyroglobulin Antibody,#N/A,,IU/mL,kIU/L,1,2018/4/27,,Y
plasma,Thyroglobulin Antibody,#N/A,,kIU/L,kIU/L,1,2018/4/27,,Y
plasma,Thyroglobulin Antibody,#N/A,,IU/mL,kIU/L,1,2018/4/27,,Y
serum,Thyroid Binding Globulin,#N/A,,microgm/mL,microgm/mL,1,2018/4/27,,Y
plasma,Thyroid Binding Globulin,#N/A,,microgm/mL,microgm/mL,1,2018/4/27,,Y
serum,Thyroid Stimulating Antibody,#N/A,,%,%,1,2018/4/27,,N
serum,Thyrotropin,Thyrotropin,,microIU/mL,mIU/L,1,2018/4/27,,Y
blood,Thyrotropin,Thyrotropin,,IU/mL,mIU/L,1000000,2018/4/27,,Y
plasma,Thyrotropin,Thyrotropin,,mIU/L,mIU/L,1,2018/4/27,,Y
serum,Thyrotropin,Thyrotropin,,IU/mL,mIU/L,1000000,2018/4/27,,Y
serum,Thyrotropin,Thyrotropin,,mIU/mL,mIU/L,1000,2018/4/27,,Y
plasma,Thyrotropin,Thyrotropin,,IU/mL,mIU/L,1000000,2018/4/27,,Y
blood,Thyrotropin,Thyrotropin,,mIU/L,mIU/L,1,2018/4/27,,Y
blood,Thyrotropin,Thyrotropin,,mIU/mL,mIU/L,1000,2018/4/27,,Y
plasma,Thyrotropin,Thyrotropin,,mIU/mL,mIU/L,1000,2018/4/27,,Y
plasma,Thyrotropin,Thyrotropin,,microIU/mL,mIU/L,1,2018/4/27,,Y
serum,Thyrotropin,Thyrotropin,,microIU/L,mIU/L,0.001,2018/4/27,,Y
blood,Thyrotropin,Thyrotropin,,microIU/mL,mIU/L,1,2018/4/27,,Y
plasma,Thyrotropin,Thyrotropin,,microIU/L,mIU/L,0.001,2018/4/27,,Y
serum,Thyrotropin,Thyrotropin,,mIU/L,mIU/L,1,2018/4/27,,Y
serum,Thyrotropin Receptor Antibody,Thyrotropin Receptor Antibody,,IU/L,IU/L,1,2018/4/27,,Y
blood,Thyroxine Free,"Thyroxine, Free",T4FR,ng/L,pmol/L,1.29,2018/4/27,,Y
serum,Thyroxine Free,"Thyroxine, Free",T4FR,ng/L,pmol/L,1.29,2018/4/27,,Y
serum,Thyroxine Free,"Thyroxine, Free",T4FR,pmol/L,pmol/L,1,2018/4/27,,Y
serum,Thyroxine Free,"Thyroxine, Free",T4FR,microgm/dL,pmol/L,12900,2018/4/27,,Y
serum,Thyroxine Free,"Thyroxine, Free",T4FR,ng/mL,pmol/L,1290,2018/4/27,,Y
serum,Thyroxine Free,"Thyroxine, Free",T4FR,ng/dL,pmol/L,12.9,2018/4/27,,Y
plasma,Thyroxine Free,"Thyroxine, Free",T4FR,ng/dL,pmol/L,12.9,2018/4/27,,Y
blood,Thyroxine Free,"Thyroxine, Free",T4FR,pmol/L,pmol/L,1,2018/4/27,,Y
plasma,Thyroxine Free,"Thyroxine, Free",T4FR,pmol/L,pmol/L,1,2018/4/27,,Y
blood,Thyroxine Free,"Thyroxine, Free",T4FR,pg/mL,pmol/L,1.29,2018/4/27,,Y
plasma,Thyroxine Free,"Thyroxine, Free",T4FR,ng/L,pmol/L,1.29,2018/4/27,,Y
blood,Thyroxine Free,"Thyroxine, Free",T4FR,ng/dL,pmol/L,12.9,2018/4/27,,Y
serum,Thyroxine Free,"Thyroxine, Free",T4FR,pg/mL,pmol/L,1.29,2018/4/27,,Y
plasma,Thyroxine Free,"Thyroxine, Free",T4FR,pg/mL,pmol/L,1.29,2018/4/27,,Y
blood,Thyroxine Free,"Thyroxine, Free",T4FR,microgm/dL,pmol/L,12900,2018/4/27,,Y
plasma,Thyroxine Free,"Thyroxine, Free",T4FR,microgm/dL,pmol/L,12900,2018/4/27,,Y
serum,Thyroxine Total,Thyroxine,T4,microgm/dL,nmol/L,12.9,2018/4/27,,Y
serum,Thyroxine Total,Thyroxine,T4,nmol/L,nmol/L,1,2018/4/27,,Y
blood,Thyroxine Total,Thyroxine,T4,nmol/L,nmol/L,1,2018/4/27,,Y
blood,Thyroxine Total,Thyroxine,T4,microgm/dL,nmol/L,12.9,2018/4/27,,Y
plasma,Thyroxine Total,Thyroxine,T4,microgm/dL,nmol/L,12.9,2018/4/27,,Y
plasma,Thyroxine Total,Thyroxine,T4,nmol/L,nmol/L,1,2018/4/27,,Y
serum,Tick Allergen RAST,#N/A,,kIU/L,kIU/L,1,2018/4/27,,N
serum,Tick Allergen RAST,#N/A,,IU/mL,kIU/L,1,2018/4/27,,N
serum,Timothy Grass Allergen,#N/A,,kIU/L,kIU/L,1,2018/4/27,,Y
serum,Timothy Grass IgE,#N/A,,kIU/L,kIU/L,1,2018/4/27,,N
blood,Timothy Grass IgE,#N/A,,kIU/L,kIU/L,1,2018/4/27,,N
plasma,Tissue Factor,#N/A,,pg/mL,pg/mL,1,2018/4/27,,N
plasma,Tissue Factor,#N/A,,ng/mL,pg/mL,1000,2018/4/27,,N
serum,Tissue Transglutaminase Antibodies,#N/A,,IU/mL,U/mL,1,2018/4/27,,Y
serum,Tissue Transglutaminase Antibodies,#N/A,,U/mL,U/mL,1,2018/4/27,,N
serum,Tissue Transglutaminase IgG,#N/A,,U/mL,U/mL,1,2018/4/27,,Y
serum,Tissue Transglutaminase Immunoglobulin A,#N/A,,ELISA u.,ELISA u.,1,2018/4/27,,N
serum,Titin Antibody,#N/A,,index,index,1,2018/4/27,,Y
serum,Tomato f25 Allergen Sp IgE,#N/A,,kIU/L,kIU/L,1,2018/4/27,,Y
plasma,Total Amyloid Beta Protein 1-40,#N/A,,pg/mL,pg/mL,1,2018/4/27,,Y
plasma,Total Beta-N-Acetyl-Glucosaminidase,#N/A,,IU/L,microkat/L,0.017,2018/4/27,,Y
serum,Total Beta-N-Acetyl-Glucosaminidase,#N/A,,IU/L,microkat/L,0.017,2018/4/27,,Y
serum,Total Bile Acid,#N/A,,mmol/L,mmol/L,1,2018/4/27,,Y
serum,Total Bile Acid,#N/A,,micromol/L,mmol/L,0.001,2018/4/27,,Y
blood,Total Bile Acid,#N/A,,micromol/L,mmol/L,0.001,2018/4/27,,Y
plasma,Total Brain Natriuretic Peptide,#N/A,,pmol/L,pmol/L,1,2018/4/27,,N
plasma,Total Brain Natriuretic Peptide,#N/A,,pM,pmol/L,1,2018/4/27,,N
serum,Total CK/LD Ratio,#N/A,,,,,2018/4/27,,
plasma,Total Catecholamines,#N/A,,pg/mL,pg/mL,1,2018/4/27,,Y
blood,Total Cortisol,#N/A,,microgm/dL,nmol/L,27.6,2018/4/27,,Y
serum,Total Cortisol,#N/A,,microgm/dL,nmol/L,27.6,2018/4/27,,Y
serum,Total Cortisol,#N/A,,nmol/L,nmol/L,1,2018/4/27,,Y
plasma,Total Cortisol,#N/A,,nmol/L,nmol/L,1,2018/4/27,,Y
plasma,Total Cortisol,#N/A,,microgm/dL,nmol/L,27.6,2018/4/27,,Y
serum,Total Estrogens,#N/A,,pg/mL,ng/L,1,2018/4/27,,Y
serum,Total Hemolytic Complement,#N/A,,CH50 unit/mL,CH50 unit/mL,1,2018/4/27,,N
serum,Total Hemolytic Complement,#N/A,,U/mL,CH50 unit/mL,1,2018/4/27,,Y
serum,Total Hemolytic Complement,#N/A,,IU/mL,CH50 unit/mL,1,2018/4/27,,Y
blood,Total Human Chorionic Gonadotropin,#N/A,,IU/L,IU/L,1,2018/4/27,,Y
plasma,Total Human Chorionic Gonadotropin,#N/A,,IU/L,IU/L,1,2018/4/27,,Y
serum,Total Human Chorionic Gonadotropin,#N/A,,mIU/mL,IU/L,1,2018/4/27,,Y
blood,Total Human Chorionic Gonadotropin,#N/A,,mIU/mL,IU/L,1,2018/4/27,,Y
serum,Total Human Chorionic Gonadotropin,#N/A,,IU/L,IU/L,1,2018/4/27,,Y
plasma,Total Iron-Binding Capacity,#N/A,,microgm/dL,micromol/L,0.179,2018/4/27,,Y
serum,Total Iron-Binding Capacity,#N/A,,microgm/dL,micromol/L,0.179,2018/4/27,,Y
serum,Total Iron-Binding Capacity,#N/A,,micromol/L,micromol/L,1,2018/4/27,,Y
plasma,Total Iron-Binding Capacity,#N/A,,micromol/L,micromol/L,1,2018/4/27,,Y
serum,Total Lipids,#N/A,,mg/dL,mg/dL,1,2018/4/27,,Y
blood,Total Lipids,#N/A,,mg/dL,mg/dL,1,2018/4/27,,Y
serum,Total Prostate Specific Antigen,#N/A,,ng/mL,microgm/L,1,2018/4/27,,Y
blood,Total Prostate Specific Antigen,#N/A,,ng/mL,microgm/L,1,2018/4/27,,Y
plasma,Total Triiodothyronine,Triiodothyronine,T3,ng/dL,nmol/L,0.0154,2018/4/27,,Y
plasma,Total Triiodothyronine,Triiodothyronine,T3,ng/mL,nmol/L,1.536,2018/4/27,,Y
serum,Total Triiodothyronine,Triiodothyronine,T3,ng/dL,nmol/L,0.0154,2018/4/27,,Y
serum,Total Triiodothyronine,Triiodothyronine,T3,ng/mL,nmol/L,1.536,2018/4/27,,Y
serum,Total Triiodothyronine,Triiodothyronine,T3,nmol/L,nmol/L,1,2018/4/27,,Y
plasma,Total Triiodothyronine,Triiodothyronine,T3,nmol/L,nmol/L,1,2018/4/27,,Y
plasma,Total VLDL and Chylomicron Triglyceride,#N/A,,mg/dL,mg/dL,1,2018/4/27,,Y
serum,Toxoplasma IgG Antibody,#N/A,,IU/mL,IU/mL,1,2018/4/27,,N
blood,Toxoplasma IgG Antibody,#N/A,,IU/mL,IU/mL,1,2018/4/27,,N
serum,Toxoplasma IgM Antibody,#N/A,,IU/mL,IU/mL,1,2018/4/27,,Y
blood,Transferrin,Transferrin,,gm/L,gm/L,1,2018/4/27,,Y
blood,Transferrin,Transferrin,,mg/dL,gm/L,0.01,2018/4/27,,Y
serum,Transferrin,Transferrin,,mg/dL,gm/L,0.01,2018/4/27,,Y
serum,Transferrin,Transferrin,,micromol/L,gm/L,0.0794,2018/4/27,,Y
plasma,Transferrin,Transferrin,,micromol/L,gm/L,0.0794,2018/4/27,,Y
blood,Transferrin,Transferrin,,micromol/L,gm/L,0.0794,2018/4/27,,Y
plasma,Transferrin,Transferrin,,mg/dL,gm/L,0.01,2018/4/27,,Y
serum,Transferrin,Transferrin,,gm/L,gm/L,1,2018/4/27,,Y
blood,Transferrin Saturation,Transferrin Saturation,,%,%,1,2018/4/27,,Y
serum,Transferrin Saturation,Transferrin Saturation,,%,%,1,2018/4/27,,Y
plasma,Transferrin Saturation,Transferrin Saturation,,%,%,1,2018/4/27,,Y
serum,Tree Pollen-Mix tx1 Allergen Sp IgE,#N/A,,kIU/L,kIU/L,1,2018/4/27,,Y
serum,Tree Pollen-Mix tx5 Allergen Sp IgE,#N/A,,kIU/L,kIU/L,1,2018/4/27,,Y
serum,Treponema Pallidum Antibody,Treponema pallidum Antibody,,U/mL,U/mL,1,2018/4/27,,Y
serum,Triacylglycerol Lipase,#N/A,,IU/dL,microkat/L,0.166,2018/4/27,,Y
